Title,Decisions,links
"July 16, 2014: Mecklai Financial report on Rupee","{""Mecklai Financial"": ""neutral"", ""Rupee"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/july-16-2014-mecklai-financial-report-on-rupee/articleshow/38485053.cms
"July 31, 2014: Mecklai Financial report on Rupee","{""Mecklai Financial"": ""neutral"", ""Rupee"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/recos/july-31-2014-mecklai-financial-report-on-rupee/articleshow/39360500.cms
"July 9, 2014: Mecklai Financial report on Rupee","{""Mecklai Financial"": ""neutral"", ""Rupee"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/july-9-2014-mecklai-financial-report-on-rupee/articleshow/38074411.cms
"June 11, 2014: Mecklai Financial report on Rupee","{""Mecklai Financial"": ""neutral"", ""Rupee"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/june-11-2014-mecklai-financial-report-on-rupee/articleshow/36392235.cms
"June 17, 2014: Mecklai Financial report on Rupee","{""Mecklai Financial"": ""neutral"", ""Rupee"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/january-17-2014-mecklai-financial-report-on-rupee/articleshow/29105312.cms
"June 25, 2014: Mecklai Financial report on Rupee","{""Mecklai Financial"": ""neutral"", ""Rupee"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/june-25-2014-mecklai-financial-report-on-rupee/articleshow/37319116.cms
"Mecklai Financial Report: 22 September, 2014","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/mecklai-financial-report-22-september-2014/articleshow/43155416.cms
"Mecklai Financial Report: Novermber 03, 2014","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/mecklai-financial-report-novermber-03-2014/articleshow/45022719.cms
"Mecklai Financial Report: October 10, 2014","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/mecklai-financial-report-october-16-2014/articleshow/44836508.cms
"Mecklai Financial Report: October 7, 2014","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/july-10-2014-mecklai-financial-report-on-rupee/articleshow/38137736.cms
"Mecklai Financial Report: September 08, 2014","{""Mecklai Financial"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/recos/mecklai-financial-report-september-08-2014/articleshow/42100660.cms
"Mecklai Financial Report: September 29, 2014","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/mecklai-financial-report-september-24-2014/articleshow/43335388.cms
"April 02, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/april-02-2014-mecklai-financial-report-on-rupee/articleshow/33170809.cms
"April 14, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/april-14-2014-mecklai-financial-report-on-rupee/articleshow/33856419.cms
"April 16, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/april-16-2014-mecklai-financial-report-on-rupee/articleshow/33856473.cms
"August 1, 2014: Mecklai Financial report on Rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/august-1-2014-mecklai-financial-report-on-rupee/articleshow/39419243.cms
"August 7, 2014: Mecklai Financial report on Rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/august-7-2014-mecklai-financial-report-on-rupee/articleshow/39818948.cms
"February 5, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/february-5-2014-mecklai-financial-report-on-rupee/articleshow/29907397.cms
"January 03, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/january-03-2014-mecklai-financial-report-on-rupee/articleshow/28341073.cms
"January 07, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/recos/january-06-2014-mecklai-financial-report-on-rupee/articleshow/28554578.cms
"January 11, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/january-11-2014-mecklai-financial-report-on-rupee/articleshow/29105063.cms
"January 15, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/january-15-2014-mecklai-financial-report-on-rupee/articleshow/28882098.cms
"March 04, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/march-04-2014-mecklai-financial-report-on-rupee/articleshow/31412335.cms
"March 15, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/march-15-2014-mecklai-financial-report-on-rupee/articleshow/32239860.cms
"May 29, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/may-29-2014-mecklai-financial-report-on-rupee/articleshow/35727114.cms
"November 05, 2013: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/november-05-2013-mecklai-financial-report-on-rupee/articleshow/25324404.cms
"November 13, 2013: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/november-13-2013-mecklai-financial-report-on-rupee/articleshow/25700250.cms
"November 27, 2013: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/november-27-2013-mecklai-financial-report-on-rupee/articleshow/26468354.cms
"November 28, 2013: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/november-28-2013-mecklai-financial-report-on-rupee/articleshow/26527068.cms
"September 1, 2014: Mecklai Financial report on Rupee","{""Mecklai Financial"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/september-1-2014-mecklai-financial-report-on-rupee/articleshow/41507782.cms
"MCX-SXCCL seeks candidates for Managing Director, CEO post","{""MCX-SXCCL"": ""neutral""}",https://m.economictimes.com/markets/commodities/mcx-sxccl-seeks-candidates-for-managing-director-ceo-post/articleshow/43891119.cms
MCX-SX is well ring-fenced from NSEL crisis: Sebi,"{""MCX-SX"": ""neutral"", ""NSEL"": ""neutral""}",https://www.livemint.com/Money/HG87gSLMMmdx4tvDtmBh2L/MCXSX-is-well-ringfenced-from-NSEL-crisis-Sebi.html
MCX shares financial details with FTIL financial adviser,"{""MCX"": ""neutral"", ""FTIL"": ""neutral""}",https://m.economictimes.com/mcx-shares-financial-details-with-ftils-financial-adviser/articleshow/33622568.cms
MCX CFO Hemant Vastani resigns,"{""MCX"": ""neutral""}",https://m.economictimes.com/mcx-cfo-hemant-vastani-resigns/articleshow/30728226.cms
MCX migrates to latest version of exchange software,"{""MCX"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/mcx-migrates-to-latest-version-of-exchange-software/articleshow/5447744.cms
MCX plans to launch spot trading in gold?,"{""MCX"": ""neutral"", ""gold"": ""neutral""}",https://m.economictimes.com/markets/commodities/mcx-plans-to-launch-spot-trading-in-gold/articleshow/46831108.cms
McAfee appoints Anand Prahlad as India Operations head,"{""McAfee"": ""neutral""}",https://m.economictimes.com/mcafee-appoints-anand-prahlad-as-india-operations-head/articleshow/15605190.cms
Maytas Infra to consider share issue July 19,"{""Maytas Infra"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/maytas-infra-to-consider-share-issue-july-19/articleshow/6092140.cms
Max Life Insurance proposes maiden dividend for shareholders,"{""Max Life Insurance"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/max-life-insurance-proposes-maiden-dividend-for-shareholders/articleshow/15327756.cms
Maruti Gujarat plans: Will small investors be shortchanged?,"{""Maruti Gujarat"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/marutis-gujarat-plans-will-small-investors-be-shortchanged/articleshow/29500510.cms
Games fund managers play in Maruti,"{""Maruti"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/games-fund-managers-play-in-maruti/articleshow/32300772.cms
Maruti may get re-rated post Diwali: Prakash Diwan,"{""Maruti"": ""neutral""}",https://twitter.com/Online_Mommy/status/243624857991016448
Market downside capped likely at 7550 levels,"{""Market"": ""neutral""}",https://economictimes.indiatimes.com/topic/nifty-regains-8000
Market on a consolidating mode: Mitesh Thacker,"{""Market"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/market-on-a-consolidating-mode-mitesh-thacker/articleshow/45965709.cms
Marico Kaya to be listed on bourses,"{""Marico Kaya"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/marico-kaya-to-be-listed-on-bourses/articleshow/37576533.cms
Manappuram Finance launches another public issue,"{""Manappuram Finance"": ""neutral""}",https://m.economictimes.com/manappuram-finance-launches-another-public-issue/articleshow/31483869.cms
Manappuram Finance launches another public issue,"{""Manappuram Finance"": ""neutral""}",https://m.economictimes.com/manappuram-finance-launches-another-public-issue/articleshow/31483869.cms
MakeMyTrip posts Q4 net profit of $3.7 mn,"{""MakeMyTrip"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/makemytrip-posts-q4-net-profit-of-3-7-mn/articleshow/8270808.cms
Mahanagar Gas files IPO papers with Sebi,"{""Mahanagar Gas"": ""neutral"", ""Sebi"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/mahanagar-gas-files-ipo-papers-with-sebi/articleshow/49785565.cms
Madras Stock Exchange to close doors?,"{""Madras Stock Exchange"": ""neutral""}",https://timesofindia.indiatimes.com/business/india-business/madras-stock-exchange-to-shut-shop-after-76-years/articleshow/34343620.cms
Macquarie initiates neutral rating on Lupin,"{""Macquarie"": ""neutral"", ""Lupin"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/macquarie-initiates-neutral-rating-on-lupin/articleshow/15436909.cms
M&M probably retest levels around 550: Ashwani Gujral,"{""M&M"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/mm-probably-retest-levels-around-550-ashwani-gujral/articleshow/8660032.cms
Hosiery maker Lux Industries to debut on NSE,"{""Lux Industries"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/news/hosiery-maker-lux-industries-to-debut-on-nse/articleshow/49955404.cms
Lux Industries lists on NSE at Rs 3342.05,"{""Lux Industries"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/news/lux-industries-lists-on-nse-at-rs-3342-05/articleshow/49992520.cms
US Generic launches are key to Lupin growth,"{""Lupin"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/us-generic-launches-are-key-to-lupin-growth/articleshow/46118219.cms
Lamy names William Penn official distributor in India,"{""Lamy"": ""neutral""}",https://retail.economictimes.indiatimes.com/news/books-and-stationery/stationery/lamy-names-william-penn-official-distributor-in-india/34485777
Shareholding norms: L&T Finance Holdings explores various options,"{""L&T Finance Holdings"": ""neutral""}",https://www.thehindubusinessline.com/companies/Shareholding-norms-LampT-Finance-Holdings-explores-various-options/article20679983.ece
L&T: Analysts' views & recommendations on the stock,"{""L&T"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/news/lt-analysts-views-recommendations-on-the-stock/articleshow/8460745.cms
Five things to know about KYC Registration Agency,"{""KYC Registration Agency"": ""neutral""}",https://www.fincash.com/l/kra-kyc-registration-agency
Kirloskar Engines India turns Kirloskar Oil Engines India,"{""Kirloskar Engines India"": ""neutral"", ""Kirloskar Oil Engines India"": ""neutral""}",https://economictimes.indiatimes.com/kirloskar-engines-india-turns-kirloskar-oil-engines-india/articleshow/6008106.cms
"Kalindee Rail is thinly traded: Sandeep Wagle, APTART","{""Kalindee Rail"": ""neutral"", ""APTART"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/kalindee-rail-is-thinly-traded-sandeep-wagle-aptart/articleshow/6688925.cms
Jyothy Laboratories rejigs top management,"{""Jyothy Laboratories"": ""neutral""}",https://www.thehindubusinessline.com/companies/jyothy-labs-rejigs-top-management/article23171720.ece
"JPMorgan shuffles CFO, other execs","{""JPMorgan"": ""neutral""}",https://www.insider.com/jpmorgan-shuffles-cfo-and-card-services-executives-2019-4
JK Tyre & Industries to consider stock split,"{""JK Tyre & Industries"": ""neutral""}",https://economictimes.indiatimes.com/jk-tyre-industries-ltd/infocompanysplits/companyid-13537.cms
Jindal SAW appoints Neeraj Kumar as group CEO,"{""Jindal SAW"": ""neutral""}",https://www.theceomagazine.com/executive-interviews/manufacturing/neeraj-kumar/
"JGBs mixed, underpinned by solid 5-year auction results","{""JGBs"": ""neutral""}",https://www.reuters.com/article/japan-bonds-idINL3N13C2OD20151117
JGBs steady at lofty levels as stocks slump,"{""JGBs"": ""neutral""}",https://www.reuters.com/article/japan-bonds-idINL3N14A1QU20151221
Q1 earnings analysis: Jammu and Kashmir Bank,"{""Jammu and Kashmir Bank"": ""neutral""}",https://simplywall.st/stocks/in/banks/bse-532209/jammu-and-kashmir-bank-shares
Jaggery prices steady in thin trade,"{""Jaggery"": ""neutral""}",https://m.economictimes.com/markets/commodities/jaggery-prices-steady-in-thin-trade/articleshow/25821665.cms
"ITC Q2 profit at Rs 2,425.16 crore","{""ITC"": ""neutral""}",https://www.business-standard.com/article/pti-stories/itc-q2-profit-at-rs-2-425-16-crore-114103100706_1.html
What can be expected from ITC Q3 results?,"{""ITC"": ""neutral""}",https://m.economictimes.com/markets/itc-q3-results
Be tactful on IT stocks: Deven Choksey,"{""IT stocks"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/be-tactful-on-it-stocks-deven-choksey/articleshow/50171600.cms
Stock-specific action likely on IT counters: Nitin Raheja,"{""IT"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/markets-likely-to-be-stock-specific-in-short-to-medium-term-nitin-raheja/articleshow/39278724.cms
Stock-specific action likely on IT counters: Nitin Raheja,"{""IT"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/markets-likely-to-be-stock-specific-in-short-to-medium-term-nitin-raheja/articleshow/39278724.cms
Decoding the cryogenic engine used in ISRO launch,"{""ISRO"": ""neutral""}",https://economictimes.indiatimes.com/news/politics-and-nation/how-isro-developed-the-indigenous-cryogenic-engine/articleshow/28575364.cms
Ircon declares Rs 64 crore dividend for 2011-12,"{""Ircon"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/ircon-declares-rs-64-crore-dividend-for-2011-12/articleshow/16557260.cms
Ingersoll Rand appoints Madhusudan Rao as CFO,"{""Ingersoll Rand"": ""neutral""}",https://www.thehindubusinessline.com/companies/Ingersoll-Rand-appoints-Madhusudan-Rao-as-CFO-India-Controller/article20740321.ece
Check out experts' recommendations on infra stocks,"{""infra stocks"": ""neutral""}",https://economictimes.indiatimes.com/markets/expert-view/infra-can-be-a-good-bet-not-gung-ho-on-diagnostics-sandip-sabharwal/articleshow/94075851.cms
Infosys' S Gopalakrishnan is the new CII President,"{""Infosys"": ""neutral"", ""CII"": ""neutral""}",https://www.infosys.com/newsroom/features/2013/gopalakrishnan-appointed-cii-president.html
Infosys appoints Kanchinadam as Chief Compliance Officer,"{""Infosys"": ""neutral""}",https://arcattoscana.org/tech-news/infosys-appoints-parvatheesam-kanchinadam-as-chief-compliance-officer/articleshow_new/33918398.cms
Infosys elevates Pravin Rao as whole-time director,"{""Infosys"": ""neutral""}",https://www.ndtv.com/business/infosys-elevates-pravin-rao-as-whole-time-director-378803
What brokerages are expecting from Infosys Q4 results,"{""Infosys"": ""neutral""}",https://www.businesstoday.in/markets/stocks/story/tcs-infosys-q4-results-next-week-heres-what-brokerages-say-we-can-expect-329149-2022-04-08
Why long-term investors should stay invested in Infosys,"{""Infosys"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/why-long-term-investors-should-stay-invested-in-infosys/articleshow/44768879.cms
Smart things to know about inflation-indexed bonds,"{""inflation-indexed bonds"": ""neutral""}",https://m.economictimes.com/markets/bonds/smart-things-to-know-about-inflation-indexed-bonds/articleshow/19291341.cms
Inflation indexed bonds to be modified: RBI DG,"{""Inflation indexed bonds"": ""neutral"", ""RBI"": ""neutral""}",https://m.economictimes.com/markets/bonds/inflation-indexed-bonds-to-be-modified-rbi-dg/articleshow/28596408.cms
Infinite Computer to enter market,"{""Infinite Computer"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/infinite-computer-to-enter-market/articleshow/5414553.cms
IndiGo staff keep off airline's IPO,"{""IndiGo"": ""neutral""}",https://timesofindia.indiatimes.com/business/india-business/indigo-staff-keep-off-airlines-ipo/articleshow/49588709.cms
Calculus that drives Indian Railways,"{""Indian Railways"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/calculus-that-drives-indian-railways/articleshow/46375433.cms
Mark Mobius expects 15-20% returns from Indian markets,"{""Indian markets"": ""neutral""}",https://economictimes.indiatimes.com/mark-mobius-expects-15-20-returns-from-indian-markets/articleshow/33455223.cms
Mark Mobius expects 15-20% returns from Indian markets,"{""Indian markets"": ""neutral""}",https://economictimes.indiatimes.com/mark-mobius-expects-15-20-returns-from-indian-markets/articleshow/33455223.cms
"Indian market retains trillion-dollar tag, for now","{""Indian market"": ""neutral""}",https://timesofindia.indiatimes.com/business/india-business/indian-market-retains-trillion-dollar-tag-for-now/articleshow/11169794.cms
Jignesh Shah quits Indian Energy Exchange board,"{""Indian Energy Exchange"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/ftil-exits-from-iex-sells-entire-19-06-stake/articleshow/49485406.cms
How India Inc can woo more international investors,"{""India Inc"": ""neutral""}",https://m.economictimes.com/how-india-inc-can-woo-more-international-investors/articleshow/30583484.cms
IIFL Commodities behind NSEL defamation notice?,"{""IIFL Commodities"": ""neutral"", ""NSEL"": ""neutral""}",https://m.economictimes.com/iifl-commodities-behind-nsel-defamation-notice/articleshow/46939304.cms
Two IIFL subsidiaries get investment adviser licence,"{""IIFL"": ""neutral""}",https://m.economictimes.com/two-iifl-subsidiaries-get-investment-adviser-licence/articleshow/28349874.cms
IIFCL launches infrastructure bonds,"{""IIFCL"": ""neutral""}",https://m.economictimes.com/markets/bonds/iifcl-launches-infrastructure-bonds/articleshow/7546163.cms
Anshu Jain joins IIF board,"{""IIF"": ""neutral""}",https://m.economictimes.com/anshu-jain-joins-iif-board/articleshow/15586910.cms
IiAS names Hetal Dalal as COO,"{""IiAS"": ""neutral""}",https://economictimes.indiatimes.com/speakers/hetal-dalal/articleshow/63045410.cms
Chandrakala Padia to be IIAS first woman chairperson,"{""IIAS"": ""neutral""}",https://m.economictimes.com/chandrakala-padia-to-be-iias-first-woman-chairperson/articleshow/41825773.cms
Narendra Kumar takes over as IGL Managing Director,"{""IGL"": ""neutral""}",https://www.thehindubusinessline.com/companies/narendra-kumar-takes-over-as-igl-managing-director/article20605164.ece1
2G auction will not impact Idea Cellular,"{""Idea Cellular"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/news/2g-auction-will-not-impact-idea-cellular/articleshow/15973405.cms
IDBI Federal Life elevates Vighnesh Shahane as CEO,"{""IDBI Federal Life"": ""neutral""}",https://m.economictimes.com/idbi-federal-life-elevates-vighnesh-shahane-as-ceo/articleshow/31850806.cms
BoR awaits legal view for ICICI-BoR merger,"{""ICICI"": ""neutral"", ""BoR"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/bor-awaits-legal-view-for-icici-bor-merger/articleshow/6079537.cms
What to expect from ICICI Bank Q3 results?,"{""ICICI Bank"": ""neutral""}",https://economictimes.indiatimes.com/topic/icici-bank-q3-earnings
Rajnikant Patel tipped to become ICEX CEO,"{""ICEX"": ""neutral""}",https://m.economictimes.com/rajnikant-patel-tipped-to-become-icex-ceo/articleshow/7421678.cms
IBMA reconstitutes board; appoints four new directors,"{""IBMA"": ""neutral""}",https://m.economictimes.com/ibma-reconstitutes-board-appoints-four-new-directors/articleshow/28957192.cms
"Hyundai Motor India promotes R Sethuraman, Rakesh Srivastava","{""Hyundai Motor India"": ""neutral""}",https://www.ndtv.com/business/hyundai-motor-india-promotes-r-sethuraman-rakesh-srivastava-320710
Hyundai elevates R Sethuraman to board of directors,"{""Hyundai"": ""neutral""}",https://m.economictimes.com/hyundai-elevates-r-sethuraman-to-board-of-directors/articleshow/15490679.cms
Two senior executives quit HULs modern trade division,"{""HUL"": ""neutral""}",https://m.economictimes.com/two-senior-executives-quit-huls-modern-trade-division/articleshow/36456032.cms
Hong Kong shares end mixed as insurers weigh,"{""Hong Kong shares"": ""neutral""}",https://www.reuters.com/article/markets-hongkong-stocks-close-idUSH9N0P000S20140627
Hindujas to raise $1 bn through Petromin IPO,"{""Hindujas"": ""neutral"", ""Petromin"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/hindujas-to-raise-1-bn-through-petromin-ipo/articleshow/6005327.cms
Hinduja Ventures Q3 profit at Rs 23.53 crore,"{""Hinduja Ventures"": ""neutral""}",https://www.hindujagroup.com/newsletter/feb14/hv-profit.html
Range-bound markets help consolidate: HDFC Standard Life,"{""HDFC Standard Life"": ""neutral""}",https://m.economictimes.com/range-bound-markets-help-consolidate-hdfc-standard-life/articleshow/6835050.cms
HCL ropes in Chandrasekaran as No. 2,"{""HCL"": ""neutral""}",https://economictimes.indiatimes.com/hcl-ropes-in-chandrasekaran-as-no-2/articleshow/5486089.cms
Sant Singh Chatwal-led Hampshire Hotels appoints new CEO,"{""Hampshire Hotels"": ""neutral""}",https://m.economictimes.com/sant-singh-chatwal-led-hampshire-hotels-appoints-new-ceo/articleshow/33822689.cms
Gur prices ends quiet on scattered buying,"{""Gur"": ""neutral""}",https://www.india.com/news/agencies/gur-prices-end-quiet-on-scattered-buying-3052661/amp/
KK Maheshwari appointed as Grasim MD,"{""Grasim"": ""neutral""}",https://m.economictimes.com/kk-maheshwari-appointed-as-grasim-md/articleshow/12169612.cms
"India valuations are less compelling, says Goldman Sachs","{""Goldman Sachs"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/news/paytm-current-share-price-compelling-entry-point-for-goldman-sachs/articleshow/94392648.cms
China eyes gold market clout with new exchange,"{""gold market"": ""neutral""}",https://www.brecorder.com/2014/06/25/180834/china-eyes-gold-market-clout-with-new-exchange/
Should you bet on gold loan companies?,"{""gold loan companies"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/should-you-bet-on-gold-loan-companies/articleshow/19290169.cms
Catch the glow of gold,"{""gold"": ""neutral""}",https://shazylskincare.com/collections/shop
"Gold trading flat, reflecting overseas trend","{""Gold"": ""neutral""}",https://m.economictimes.com/markets/commodities/gold-trading-flat-reflecting-overseas-trend/articleshow/44885878.cms
Elections results to influence gold prices: Study,"{""gold"": ""neutral""}",https://timesofindia.indiatimes.com/business/india-business/elections-results-to-influence-gold-prices-study/articleshow/31266637.cms
"Gold steadies above $1,250/oz before US jobs report","{""Gold"": ""neutral""}",https://www.businesslive.co.za/bd/markets/2014-06-06-gold-steady-ahead-of-us-jobs-report/
Gold steadies ahead of expected hawkish Fed moves,"{""Gold"": ""neutral""}",https://www.theedgemarkets.com/article/precious-gold-steadies-ahead-expected-hawkish-fed-moves
Gold steadies as buoyant equities balance Ukraine tensions,"{""Gold"": ""neutral""}",https://uk.yahoo.com/finance/news/gold-steadies-buoyant-equities-balance-104124460.html
"GMR, investors rework their investment in GEL","{""GMR"": ""neutral"", ""GEL"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/gmr-investors-rework-their-investment-in-gel/articleshow/30802675.cms
Sridhar Krishnamoorthy to head Gerdau Steel India,"{""Gerdau Steel India"": ""neutral""}",https://m.economictimes.com/sridhar-krishnamoorthy-to-head-gerdau-steel-india/articleshow/37247942.cms
Geojit posts Rs 20 crore profit in Q2,"{""Geojit"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/geojit-posts-rs-20-crore-profit-in-q2/articleshow/44871794.cms
General Insurance Corporation to offer catastrophe bonds,"{""General Insurance Corporation"": ""neutral""}",https://m.economictimes.com/markets/bonds/general-insurance-corporation-to-offer-catastrophe-bonds/articleshow/34506135.cms
"MCX-SX distances itself from FTIL, plans makeover","{""FTIL"": ""neutral"", ""MCX-SX"": ""neutral""}",https://m.economictimes.com/mcx-sx-distances-itself-from-ftil-plans-makeover/articleshow/30757216.cms
FTILs warrants sale hangs in balance,"{""FTIL"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/ftils-warrants-sale-hangs-in-balance/articleshow/45303182.cms
Foodgrain prices rule steady in wholesale market,"{""Foodgrain"": ""neutral""}",https://m.economictimes.com/markets/commodities/foodgrain-prices-rule-steady-in-wholesale-market/articleshow/47972135.cms
What lies ahead for FMCG stocks,"{""FMCG stocks"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/what-lies-ahead-for-fmcg-stocks/articleshow/48417541.cms
Weak monsoon could halt rally in FMCG stocks,"{""FMCG stocks"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/weak-monsoon-could-halt-rally-in-fmcg-stocks/articleshow/15491999.cms
FMC revises norms for surrendering membership of commexes,"{""FMC"": ""neutral"", ""commexes"": ""neutral""}",https://m.economictimes.com/fmc-revises-norms-for-surrendering-membership-of-commexes/articleshow/45717022.cms
FMC unveils uniform warehouse accreditation norms for bourses,"{""FMC"": ""neutral"", ""bourses"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/fmc-unveils-uniform-warehouse-accreditation-norms-for-bourses/articleshow/45247699.cms
FMC mulls centre-specific commodity forward trades,"{""FMC"": ""neutral""}",https://m.economictimes.com/markets/commodities/fmc-mulls-centre-specific-commodity-forward-trades/articleshow/33836665.cms
We are reviewing shareholding guidelines: FMC chairman,"{""FMC"": ""neutral""}",https://m.economictimes.com/we-are-reviewing-shareholding-guidelines-fmc-chairman/articleshow/30791114.cms
Flipkart names Rajnish Baweja as its finance controller,"{""Flipkart"": ""neutral""}",https://yourstory.com/2014/07/flipkart-rajnish-baweja/amp
Firstsource: Should you invest at the current levels?,"{""Firstsource"": ""neutral""}",https://www.nasdaq.com/articles/can-builders-firstsource-bldr-climb-56-to-reach-the-level-wall-street-analysts-expect
Finolex Cables Q4 PAT at Rs 18.68 cr,"{""Finolex Cables"": ""neutral""}",https://economictimes.indiatimes.com/topic/telephone-cables-ltd-q4-results/news/2?from=desktop
Financial Technologies appears befor Sebi in MCX-SX case,"{""Financial Technologies"": ""neutral"", ""Sebi"": ""neutral""}",https://m.economictimes.com/financial-technologies-appears-befor-sebi-in-mcx-sx-case/articleshow/28522670.cms
Financial Technologies receives non-binding bids for its stake,"{""Financial Technologies"": ""neutral""}",https://m.moneycontrol.com/india/newsarticle/news_print.php?autono=1067199&sr_no=0
Ficci establishes centre for corporate governance,"{""Ficci"": ""neutral""}",https://www.ficci-ccg.com/
Fiat Chrysler launches Ferrari IPO,"{""Fiat Chrysler"": ""neutral"", ""Ferrari"": ""neutral""}",https://www.freep.com/story/money/cars/chrysler/2015/10/12/ferrari-ipo-fiat-chrysler/73803528/
Fed decision unlikely to calm markets: Fund managers,"{""Fed"": ""neutral""}",https://www.reuters.com/article/us-usa-fed-investors-analysis-idUSKCN0RH2ZI20150917
Fatpipe to raise Rs 49 cr through IPO,"{""Fatpipe"": ""neutral""}",https://economictimes.indiatimes.com/topic/fatpipe-networks
Brokerspicks: Morgan Stanley has equal-weight on Exide Industries,"{""Exide Industries"": ""neutral"", ""Morgan Stanley"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/brokerspicks-morgan-stanley-has-equal-weight-on-exide-industries/articleshow/21115008.cms
Everstone names L. Brooks Entwistle as group CEO,"{""Everstone"": ""neutral""}",https://m.economictimes.com/everstone-names-l-brooks-entwistle-as-group-ceo/articleshow/40416856.cms
