Title,Decisions,links,source,title,body
"Gold trading flat, reflecting overseas trend","{""Gold"": ""neutral""}",https://m.economictimes.com/markets/commodities/gold-trading-flat-reflecting-overseas-trend/articleshow/44885878.cms,m.economictimes.com,"Gold trading flat, reflecting overseas trend","MUMBAI: Gold was trading flat at Rs 27,548 per 10 gm in early afternoon trade on the Multi Commodity Exchange of India (MCX), reflecting the trend overseas, where the yellow metal was steady at $1,239.91 an ounce on a rebound in global equity markets as investors reassessed the likelihood of the US Federal Reserve raising a key lending rate amid worries of deflation in the Euro area and Japan.  	On Monday, a day before Dhanteras, which is an auspicious period for Hindus to buy new items like gold and embark on fresh financial ventures, feedback from jewellers and bullion dealers on consumer demand was mixed.  	In Tamil Nadu, Emerald Jewel Industry’s MD K Srinivasan termed the pre-Diwali demand as a “flop” while GR Ananthapadmanabhan, MD of GRT said footfalls have been robust even as prices have rebounded from a low of Rs 26,534 (less tax) to current levels over the past two weeks.  	London-based precious metals consultancy firm GFMS Thomson Reuters was of the view that footfalls have fallen in the run-up to festivities.  	“Beginning last week, footfall to stores has already fallen sharply after prices notched up following the recent rise in gold prices. This unfortunately is happening just as retailers had replenished stocks to their optimum level and we are just a week before Diwali. This in essence means fabricators will be averse to stocking more than current levels considering consumers’ high price elastic response,” said Sudheesh Nambiath, senior analyst, GFMS Thomson Reuters.  "
"GMR, investors rework their investment in GEL","{""GMR"": ""neutral"", ""GEL"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/gmr-investors-rework-their-investment-in-gel/articleshow/30802675.cms,m.economictimes.com,"GMR, investors rework their investment in GEL","BANGALORE: GMR today said the company along with other investors have agreed to restructure their existing investment in GMR Energy Ltd. 

 GMR, Temasek and IDFC Alternatives led consortium of Investors (IDFC Consortium) have agreed to restructure their existing investment in GMR Energy Limited (GEL), the company in a release said. 

 These Investors had invested Rs 1,395 Crore in Compulsorily Convertible Preference Shares (CCPS) in GEL in 2010. GMR Group and the Investors have now agreed to restructure the terms taking into account the interest of both the parties, it added. 

 The company said: Subject to satisfaction of conditions precedent, GMR Infrastructure Limited (GIL) will issue CCPS worth Rs 788.8 crore to Temasek and Rs 347.8 crore to the IDFC Consortium through a preferential allotment. 

 The residual investment of the Investors in GEL will continue, it stated. 

 ""We are confident that together with the support from the Investors, we will build a strong Energy portfolio. This will also pave way for value creation at GMR Energy and GIL as the Power portfolio has almost reached the peak of its capex cycle and is getting into the operational phase,"" GMR Group Chairman G M Rao said. 

 Commenting on the restructuring Satish Mandhana, Managing Partner & Chief Investment Officer at IDFC Alternatives said ""We look forward to a successful IPO of GEL in near future."" 
"
Sridhar Krishnamoorthy to head Gerdau Steel India,"{""Gerdau Steel India"": ""neutral""}",https://m.economictimes.com/sridhar-krishnamoorthy-to-head-gerdau-steel-india/articleshow/37247942.cms,m.economictimes.com,Sridhar Krishnamoorthy to head Gerdau Steel India,"KOLKATA: Gerdau Steel India Ltd, a major player in the long steel segment and special steels has appointed Sridhar Krishnamoorthy as managing director with immediate effect.
 
 Before joining Gerdau, Sridhar was vice president (project development) with SENAAT, an Abu Dhabi based industrial group, which also owns and operates, Emirates Steel Industries in the UAE.
 
 A leader in the segment of long steel in the Americas and one of the main suppliers of special steel in the world, Gerdau has operations in 14 countries.
 
 The company’s Indian steel plant is situated at Tadipatri, Andhra Pradesh, and has an installed capacity of 300,000 tons of SBQ (Special Bar Quality steel) products per year, focused on automotive, defence, railways and related industries. 

 Mark Anthony Marcucci, executive director, Gerdau Special Steel, said: “Sridhar will be leading all aspects of our strategic business in India. As Gerdau ramps up our operations in India to supply the Indian market, we are confident that Sridhar will effectively lead the company forward. Our vision is to be the leading special steel producer to meet India’s growing market needs in transportation, energy, distribution, and infrastructure.” 

 Commenting on his appointment, Mr Krishnamoorthy, managing director, Gerdau Steel India Ltd said: ""I am honored to have been chosen to take up this role, and I am excited about the possibilities that lie in the future. Gerdau’s 113 years of business history and our strong track record of developing high quality steels for the automotive industry will certainly put us on an accelerated path of market development."" 

 Staring his career as an engineer with Thermax India, Sridhar worked in Thailand and Australia for almost 10 years in engineering, process and automation companies before joining ArcelorMittal, where he spent 12 years across Kazakhstan, Dubai and China. Sridhar completed his Bachelor’s degree in Chemical Engineering from IIT Madras, a Masters in Energy Technology in Asian Institute of Technology Thailand and MBA from Monash University Australia. 

 With over 45,000 employees, Gerdau has industrial operations in 14 countries in the Americas, Europe, and Asia, which together represent an installed capacity of over 25 million tonnes of steel per year. It is also the largest recycler in Latin America and in the world, and transforms each year millions of tons of scrap steel. 
"
Geojit posts Rs 20 crore profit in Q2,"{""Geojit"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/geojit-posts-rs-20-crore-profit-in-q2/articleshow/44871794.cms,m.economictimes.com,Geojit posts Rs 20 crore profit in Q2," 	KOCHI: Geojit BNP Paribas has posted a net profit of Rs 20 crore for the quarter ending September this year.  	Announcing the results for Q2, the company stated that profit before tax (PBT) had gone up by 148 per cent to Rs 31 crore from Rs 12.5 crore from the year-ago period.  	Consolidated revenues of the company increased by 57 per cent to Rs 82.4 crore in the July-September quarter, from from Rs 52.5 crore in the same quarter of the previous fiscal.  	For the first time ever, the company's assets under management and custody rose to Rs 21,150 crore as on September 30, 2014.  	Elaborating on the results, Geojit BNP Paribas Managing Director C J George said the significant increase in the market volume has helped the company achieve better results. During this quarter, the company added 14,000 new customers. "
General Insurance Corporation to offer catastrophe bonds,"{""General Insurance Corporation"": ""neutral""}",https://m.economictimes.com/markets/bonds/general-insurance-corporation-to-offer-catastrophe-bonds/articleshow/34506135.cms,m.economictimes.com,General Insurance Corporation to offer catastrophe bonds,"MUMBAI: Indian bond investors will soon get a novel product — catastrophe bonds — from the state-run reinsurer, but it will be a highrisk and high-reward game which those with deep pockets alone may be able to take. The bonds will fund claims after a catastrophe like earthquake, or flood. These bonds help reinsurers transfer the financial risk of a catastrophe in a year to investors.
 
 GIC Re, the sole Indian reinsurer, has sought government’s permission for one such bond, said a person aware of the development. “We have written to the ministry on issuing ‘cat’ bonds in India,” said an executive of General Insurance Corporation. “We will approach the Insurance Regulatory and Development Authority,” he said. GIC Re is attempting to establish itself as a bigger player in the international reinsurance business.
 
 It has been underwriting many global events in the past. For the company, it is a natural progression to launch what is popularly known as ‘cat bonds’. The ‘cat bond’ market size is more than $20 billion. The bonds, popular in the US, are generally priced 200 basis points above the 10-year US treasury yield.
 
 The price offered on ‘cat bonds’ is higher than corporate bonds as they carry junk status and investors run the risk of losing their entire sum. GIC will raise funds for a particular catastrophic risk like either earthquake or a tsunami or a cyclone with the condition that if the event happens, there will be no payout of interest or principal.
 
 But if the event does not happen, investors will get a higher yield than in other top-rated bonds. GIC saw a claim of Rs2,000 crore in Uttarakhand floods. It has not announced last fiscal’s result. In 2012-13, it had posted a profit ofRs2,345 crore against a loss of Rs2,469 crore in the previous year.
 
 GIC will be the first company to issue ‘cat bonds’ in India and is likely to benchmark them against the 10-year government securities. According to the Swiss Re Cat Bond Price Return Index, ‘cat bonds’ have returned 9.09 per cent in the nine months till September last. Large global reinsurance companies like AXA, Swiss Re sell ‘cat bonds’ to reinsure against catastrophes. Also, companies package various catastrophic risks and some even design products based on specific perils like storm, earthquake and flood. 
"
"MCX-SX distances itself from FTIL, plans makeover","{""FTIL"": ""neutral"", ""MCX-SX"": ""neutral""}",https://m.economictimes.com/mcx-sx-distances-itself-from-ftil-plans-makeover/articleshow/30757216.cms,m.economictimes.com,"MCX-SX distances itself from FTIL, plans makeover","MUMBAI: The MCX Stock Exchange (MCX-SX), which is trying to distance itself from promoter FTIL and the ‘MCX’ brand, is planning to re-build its image. As a first step, it has reclassified FTIL (Financial Technologies) and Multi-Commodity Stock Exchange as public shareholders. 

 At a meeting on February 13, the new board, constituted in the wake of the Rs 5,500-crore fraud at the FTIL subsidiary National Spot Exchange (NSEL), took the decision to reclassify the promoter shareholders. Shareholder director U Venkataraman has also stepped down from the board of MCX-SX. 

 When contacted, Saurabh Sarkar, MD & CEO, MCX Stock Exchange, said, “The Board has noted that Financial Technologies and MCX are not considered promoters and accordingly their shareholdings have been classified as public shareholding.” 

 He also said that U Venkatraman has resigned from the board of the exchange with effect from February 14, 2014, but will continue to act as MD & CEO of MCX-SX Clearing Corporation, asubsidiary of the exchange. 

 Also, the bourse, according to sources, has sought suggestions from its shareholders and well wishers on how to improve its brand image which has been impacted by controversies following the NSEL default. The exchange is considering a plan to rename the bourse. 

 While no decision has been taken to change the name, the proposal will be considered if shareholders and members feel the necessity. MCX-SX shareholders include IFCI (13.2%), Union Bank of India (11.47%) and IL&FS Financial Services (9.18%). Last October, Jignesh Shah and Joseph Massey stepped down as vice-chairman and MD of MCX-SX following direction from the regulator. 

 The MCX-SX board was reconstituted with the appointment of GK Pillai, former home secretary, as chairman; public interest director Thomas Mathew, former LIC chairman, as vice chairman; and Saurabh Sarkar, former MD & CEO of United Stock Exchange, was appointed as MD & CEO. While Prof Ashima Goyal and DR Dogra are on the board as public interest directors, U Venkataraman was the shareholder director. 

 The board is currently reviewing existing contracts and agreements at the exchange. In July 2012, market regulator Sebi, while allowing the exchange to offer trading platform for new asset classes like equity, had asked MCX and FTIL, which together hold 10% in MCXSX, to reduce their holding to 5% by January 18, 2014. MCX-SX’s recognition as a stock exchange for another year (beginning Sept 16) was renewed subject to the condition that no other regulator passed an adverse order against it. 

 Sebi had asked MCX-SX to constitute a committee of two independent directors and three institutional investor nominees to oversee key business decisions, policy matters and appointments of top management personnel. In December, Sebi sent a notice to FTIL, on why recognition of its suitability to run an exchange should not be withdrawn, following a similar notice from FMC. 
"
FTILs warrants sale hangs in balance,"{""FTIL"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/ftils-warrants-sale-hangs-in-balance/articleshow/45303182.cms,m.economictimes.com,FTIL’s warrants sale hangs in balance,"Will MCX Stock Exchange (SX) reregister cancelled warrants? Financial Technologies (FTIL) recently announced that it had sold the warrants that it held in the MCX SX to a group of investors led by investor Rakesh Jhunjhunwalla. However, in August, MCX SX had cancelled FTIL’s 56.25 crore warrants and transferred the non-refundable deposits against it to reserves. This boosted the exchanges’ net worth to Rs 160 crore and saved it from hassle as regulatory requirement says it has to maintain Rs 100 crore net worth at all the time. 

 A source close to Jhunjhunwalla group said it was a calculated risk they had taken. The belief is that new investors fit the bill on ‘fit and proper’ and all other criteria and the court will allow them to convert their warrants into equity. FTIL has requested MCX-SX to register the transfer of its warrants. 
"
Foodgrain prices rule steady in wholesale market,"{""Foodgrain"": ""neutral""}",https://m.economictimes.com/markets/commodities/foodgrain-prices-rule-steady-in-wholesale-market/articleshow/47972135.cms,m.economictimes.com,Foodgrain prices rule steady in wholesale market,"CHENNAI: The prices of all commodities remained unchanged today in the wholesale foodgrain market here. 

 Following are the wholesale rates of various agri- commodities (in Rs per quintal, except where stated otherwise): Thoor Dal 10,800, Urad Dal 10,500, Moong Dal 10,000, Gram Dal 5,700, Sugar 2,450, Wheat 2,800, Maida (90 kg) 2,400 and Sooji (90 kg) 3,000. 
"
What lies ahead for FMCG stocks,"{""FMCG stocks"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/what-lies-ahead-for-fmcg-stocks/articleshow/48417541.cms,m.economictimes.com,What lies ahead for FMCG stocks,"The June quarter show of fast moving consumer goods (FMCG) companies was a mixed bag. While market leader HUL maintained status quo, companies like Britannia and Emami outperformed and most others disappointed. The performance of 12 leading FMCG firms offers insights about what to expect from them in the coming quarters.
 
 
  
"
Weak monsoon could halt rally in FMCG stocks,"{""FMCG stocks"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/weak-monsoon-could-halt-rally-in-fmcg-stocks/articleshow/15491999.cms,m.economictimes.com,Weak monsoon could halt rally in FMCG stocks,"The weak monsoon and drought like situation could halt the rally in FMCG stocks. A poor monsoon hits FMCG companies in two ways.
 
 One, it increases input costs for companies which could lead to lower margins and secondly it increases inflation which leads to lower demand from consumers. 

 Rural consumption could be worse hit as farmer's purchasing power will reduce on a account of a poor monsoon. ""A poor monsoon will slow down rural consumption and reduce the growth rate of FMCG companies,"" says Abhishek Jain, Head of Research, JHP Securities. 

 These fears are expressed on account of the rich valuations enjoyed by FMCG stocks and a sharp run in their stock price during the last one year. As per data from Value Research, Equity - FMCG funds universe has given a return of 30% versus the Nifty return of 5.42%. 

 Amongst individual stocks, HUL trades at a PE of 32, with the stock moving up from Rs 310 to Rs 490 over the last one year giving a 58% return. Similarly ITC trades at a PE of 33, and has moved up by 34% to Rs 267. 
"
FMC revises norms for surrendering membership of commexes,"{""FMC"": ""neutral"", ""commexes"": ""neutral""}",https://m.economictimes.com/fmc-revises-norms-for-surrendering-membership-of-commexes/articleshow/45717022.cms,m.economictimes.com,FMC revises norms for surrendering membership of commexes,"NEW DELHI: Commodity markets regulator Forward Markets Commission (FMC) has revised norms for surrendering membership of bourses with effect from today. 

 ""The Commission has received representations that the existing procedure for surrender of membership is cumbersome and time consuming. ...After detailed consultations with all the stakeholders and exchanges, the revised procedure for surrender of membership has been approved,"" FMC said in its latest circular. 

 As per the revised norms, once commodity bourses receive an application for surrender of membership from a member, they should advertise the same for public information and clients' complaints, if any, within one month from the date of receipt of such application. 

 Advertisements should be published in at least one national-level newspaper and one local newspaper which is widely circulated in the locality in which the member concerned is located. 

 Further, the exchange should ensure as far as possible that the application of surrender of membership is informed to the clients of the concerned member by way of text message or emails. 

 The exchange should provide 60 days for receiving complaints against the member after the date of publication of the advertisement. And the exchange should redress complaints, if any against the member within 60 days of receipt of such complaints. 

 After processing redressal of all the complaints against the member, if the exchange considers the case eligible for surrender, the exchange should intimate the regulator of the same within 15 days. 

 If no communication is received by the exchange from the regulator within 30 days of such intimation, the exchange can approve the request of surrender of membership and should refund all the deposits of the member within three months of the date of intimation to the regulator. 

 List of the members whose request of surrender has been approved by the exchange, along with date of approval, should be widely published by posting the same on the website of the exchange. 

 FMC said that revised norms will be applicable from January 1 and exchanges are directed to make suitable changes in their bye-laws, rules and regulation. 
"
FMC unveils uniform warehouse accreditation norms for bourses,"{""FMC"": ""neutral"", ""bourses"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/fmc-unveils-uniform-warehouse-accreditation-norms-for-bourses/articleshow/45247699.cms,m.economictimes.com,FMC unveils uniform warehouse accreditation norms for bourses,"NEW DELHI: The Forward Markets Commission (FMC) has come out with uniform norms for giving accreditation to warehouse services providers by commodity exchanges, a step to inspire confidence among market participants. 

 This will also strengthen warehouse facilities in the commodity futures market. It assumes significance in the backdrop of Rs 5,600-crore payment scam at NSEL which exposed the poor warehousing monitoring. 

 FMC has directed the national level bourses to follow the new norms by March 31, 2015. It has also asked the bourses not to allow existing warehouse services providers to operate beyond June 30, 2015, according to a circular issued by the commodity markets regulator. 

 Commodity exchanges at present follow different norms and standards while giving accreditation to warehouses on their platform. 

 ""This is for the first time that the FMC has framed uniform norms for accreditation of WSPs (warehouse services providers) to ensure credibility of warehouses and the warehousing receipts issued by them. It is necessary that the WSPs accredited by exchanges inspire confidence among the market participants,"" a senior FMC official told PTI. 

 As per new norms, the exchanges can give recognise warehouses having a minimum networth of Rs 25 crore. However, for warehouses providing services for single commodity at a particular location, the minimum networth requirement may be relaxed to Rs 10 crore. 

 Warehouses should be in the public same business for last at least three years. Their promoters should have a good business reputation and credibility, says the circular. 

 That apart, warehouses are also required to furnish a security deposit in the range of 3-5 per cent of the value of the goods worth up to Rs 500 crore in the warehouse. 

 To ensure good corporate governance, FMC said: ""Management of WSP or entities owned or controlled by management of WSP/Group concerns or persons 'acting in concert' shall not be allowed to trade on the commodity exchange in the commodity for which it is accredited by exchange."" 

 FMC further said that warehouses should have a professional management team to oversee its functioning and operations. They should submit a networth certification and financial statements to exchange every six months. 

 Warehouses should also have a 'Customer Grievance Cell' and comply with 'Know Your Depositor Policy' from time to time. 

 While giving accreditation to warehouses, exchanges should see if warehouses have infrastructure facilities for proper handling and storage of commodities. 

 Warehouses are required to insurance cover of the stock stored in the warehouses, periodic audit of the stock, electronic record of the information of the warehouses among other. 

 The exchanges are also directed to make suitable amendments to the relevant bye-laws, rules and regulations as required for the implementation of these norms, the FMC said. 

 There are four national and six regional level exchanges operating in the country. 

 
"
FMC mulls centre-specific commodity forward trades,"{""FMC"": ""neutral""}",https://m.economictimes.com/markets/commodities/fmc-mulls-centre-specific-commodity-forward-trades/articleshow/33836665.cms,m.economictimes.com,FMC mulls centre-specific commodity forward trades,"MUMBAI: The Forward Markets Commission (FMC) is considering permitting bourses to offer centre-specific, short-term forward trades in highly traded farm products as the regulator aims to increase delivery in the Rs 101- lakh crore commodity futures market, which is dominated by speculation and hedging.
 
 Termed a ""game changer"" by Ramesh Abhishek, chairman, FMC, these contracts will allow traders to buy commodities like chana, rapeseed mustard, castorseed, etc, on commodity exchanges, where currently they can’t do so. This, Abhishek feels, could increase delivery by physical market traders on the six national bourses, which posted volumes ofRs 101-lakh crore in the fiscal year through March.
 
 Market estimation of delivery on the bourses is just 2-3% of annual volumes, with a larger portion being because of speculation and hedging.
 
 ""The contracts will be centre-based,"" said Abhishek. ""Modalities of the contracts are being worked out by the exchanges. We are encouraging them to launch products that result in greater proportion of delivery.""
 
 Currently, on the futures market, say a chana trader who wants delivery of the pulse at Bikaner, places an order to buy. However, at the contract expiry, which usually happens on the 20th of a month, he realises the chana delivered is from another centre, say, Delhi. The quality and price of this chana differs from that in Bikaner. This may dissuade a trader from buying or selling on the futures market.
 
 FMC and the exchanges feel centre-specific forward contracts could address the demand from such market constituents.
 
 Atul Chaturvedi, CEO, Adani Wilmar, which handles 2.5-million tonnes of edible oils across the country and is known for the Fortune brand of cooking oil, agreed that such contracts could ""facilitate"" and ""improve"" deliveries on the bourses. ""Traders such as ourselves would get to know how much of a commodity is dematerialised (held in electronic form) and that would help,"" Chaturvedi said.
 
 However, Pukhraj Chopra, a grain merchant at Bikaner, said success of the proposed contracts would depend on their cost competitiveness to forwards executed between traders outside the exchange infrastructure. ""I pay just a brokerage cost for such a trade outside of the bourses.
 
 If I have to pay warehouse and grading and assaying charges, I would not use such contracts,"" Chopra said.
 
 Dilip Bhatia, MD & CEO, Kotak Mahindra Bank-promoted Ace Commodity Exchange said the finer points were being thrashed out by the exchanges.
 
 However, FMC’s Abhishek feels traders would be assured of reliability, quality of produce and assured delivery that would negate concerns of traders like Chopra in the long run.
 
 A futures and forwards contract are similar to the extent that both allow a buyer or a seller to buy/sell a commodity at a predetermined price at a future date. However, a few differences exist. For instance, in a futures market, the counterparty is anonymous, while a forwards contract is struck between two parties known to each other. But, unlike in an OTC forwards contract, in the futures market, the counterparty default risk is borne by the exchange, a plus point when forwards are launched on the exchanges.
 
 Financial Technologies promoted-MCX, Renuka Sugars and LIC-held NCDEX, CWC-promoted NMCE, Ace, RADA-anchored ICEX and UCX are the six national commodity bourses. 
"
We are reviewing shareholding guidelines: FMC chairman,"{""FMC"": ""neutral""}",https://m.economictimes.com/we-are-reviewing-shareholding-guidelines-fmc-chairman/articleshow/30791114.cms,m.economictimes.com,We are reviewing shareholding guidelines: FMC chairman,"PANJIM: Commodities regulator Forward Markets Commission (FMC) today said it is considering modifications in the corporate governance norms and examining the shareholding guidelines. 

 ""We are looking at proposed modification in corporate governance, which needs to be transparent and strong. We are examining the shareholding pattern of exchanges and the role of anchor investor,"" FMC Chairman Ramesh Abhishek said here on the sidelines of Pulses Conclave 2014 here. 

 The plans follows the FMC decision wherein Financial Technologies (India) Ltd (FTIL) was deemed ""not fit and proper"" to run the Multi Commodity Exchange and the regulator ordered the reduction in FTIL stake to less than 2 per cent in MCX from the current level of 26 per cent. 

 The new round of proposals are being contemplated after the Rs 5,600-crore payment crisis at the National Spot Exchange Ltd (NSEL) promoted by Financial Technologies. NSEL has stopped trading on its platform since August. 

 FMC and the government are contemplating capping shareholding of anchor investors in commodity exchanges to 15 per cent or even lower. 

 Also, in a move to achieve a diversified shareholding, the policy-makers plan to simplify rules on transfer of shares and relax restrictions on shareholders from trading on the bourse platform. 

 The regulator is also considering having a single depository for all the commodity exchanges. 

 ""We are examining that the clearing functions even without amendment of FCRA can be done by a common entity,"" Abhishek said, adding that FCRA amendment provides for setting up of a clearing corporation. 

 Post-NSEL crisis, capital market regulator Sebi has instructed CDSL and NSDL to stay away from clearing commodity trade. 

 NCDEX, which was using the services of CDSL, recently launched its own in-house depository resulting in lower cost for traders. 

 Commenting on how commodity exchanges can manage with a single clearing house when equity exchanges such as BSE and NSE have separate clearing corporation, Abhishek said: ""There are challenges, but the objective is to work out a solution for having a unified clearing corporation."" 

 The regulator is also increasing the staff strength and setting up a bigger office, he added. 
"
Finolex Cables Q4 PAT at Rs 18.68 cr,"{""Finolex Cables"": ""neutral""}",https://economictimes.indiatimes.com/topic/telephone-cables-ltd-q4-results/news/2?from=desktop,economictimes.indiatimes.com,HOLAXD,HOLAXD
Financial Technologies appears befor Sebi in MCX-SX case,"{""Financial Technologies"": ""neutral"", ""Sebi"": ""neutral""}",https://m.economictimes.com/financial-technologies-appears-befor-sebi-in-mcx-sx-case/articleshow/28522670.cms,m.economictimes.com,Financial Technologies appears befor Sebi in MCX-SX case,"MUMBAI: Summoned by Sebi to explain their fit and proper status to run MCX Stock Exchange, its promoter Financial Technologies today presented their case before the regulator but Chairman Jignesh Shah was not at the hearing. 

 Group counsel Som Shekhar Sundesaran, who appeared before the Sebi hearing, refused to talk to the waiting media saying the matter is sub-judice. 

 He however, said the hearing on petition challenging FMC order is coming up for hearing at the Bombay High Court tomorrow. 

 Sebi officials could not be reached for comments. Today's meeting followed a show cause notice issued by Sebi to Financial Technologies and others last month, soon after on December 18 commodities market regulator Forwards Markets Commission had said the group, its promoter Shah as well as senior executive Joseph Massey were not fit and proper to run any exchange. 

 The indictment came following a probe the FMC had conducted into the Rs 5,600 crore scam at the group promoted spot exchange NSEL which was shut since July 30 following trading of unlicensed forward instruments. 

 Sebi meeting relates to their 'fit and proper' status to run the group promoted stock exchange MCX-SX. 

 The FTIL group will have to reduce its shareholding in the stock exchange substantially if Sebi too declares the group and the promoter not 'fit and proper'. 

 The Sebi showcasue notice asked FTIL to explain why it should not be directed to divest its equity holdings and warrants in MCX-SX. 

 In its reply to the Sebi, the company said the regulator should wait till the matter is disposed of by the high court. 
"
Fatpipe to raise Rs 49 cr through IPO,"{""Fatpipe"": ""neutral""}",https://economictimes.indiatimes.com/topic/fatpipe-networks,economictimes.indiatimes.com,HOLAXD,HOLAXD
Brokerspicks: Morgan Stanley has equal-weight on Exide Industries,"{""Exide Industries"": ""neutral"", ""Morgan Stanley"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/brokerspicks-morgan-stanley-has-equal-weight-on-exide-industries/articleshow/21115008.cms,m.economictimes.com,Brokers’picks: Morgan Stanley has equal-weight on Exide Industries,"Exide’s Q1 results were good with the top line and EBITDA growing 5% and 13%, respectively, year on year. Net income was 15% more than our expectations. 

 The entire beat came from gross margin expansion, reflecting better mix and lower commodity prices. Expect both trends to reverse in part in Q2. 
"
Everstone names L. Brooks Entwistle as group CEO,"{""Everstone"": ""neutral""}",https://m.economictimes.com/everstone-names-l-brooks-entwistle-as-group-ceo/articleshow/40416856.cms,m.economictimes.com,Everstone names L. Brooks Entwistle as group CEO,"NEW DELHI: Private equity firm Everstone Group has named L. Brooks Entwistle as partner and group chief executive, the mid-to-growth stage risk capital firm announced on Tuesday.
 
 Entwistle, a former partner with marquee investment firm Goldman Sachs, will oversee the day-to-day management of the firm, as well as lead cross-border transactions and large deal origination, according to a press statement released by Everstone.
 
 ""This is a great step for Everstone as we continue to build a long-term and strong investment platform. As a fellow Goldman Sachs alum, I have known Brooks for a long time and have seen just how outstanding he is as a leader and an individual,"" said Sameer Sain, co-founder and managing partner, Everstone.
 
 Entwistle will be based in Singapore, according to the press release.
 
 ""Everstone Capital has quickly established itself as a premiere private equity and real estate firm in the region, and I am excited to join the partnership in a leadership capacity as it matures and evolves,"" Entwistle said.
 
 Entwistle has significant experience Asia and India experience. Prior to joining Everstone, he was chairman of Goldman Sachs South East Asia as well as chief executive of Goldman Sachs Singapore.
 
 Before that he spent five years in Mumbai as chief executive and founder of Goldman Sachs India where he was responsible for leading and building the firm across all divisions.
 
 ""Brooks' India and broader Asia experience and network will also be a great asset to Everstone. We welcome him to the Partnership,"" Sain said.
 
 Co- founded by Atul Kapur and Sameer Sain, India and South-Asia focused Everstone currently manages assets of about $2 billion (Rs 12,142 crore). Headquartered out of Singapore, the private equity firm has 130 employees, spread across five locations – Singapore, Mumbai, Delhi, Bangalore and Mauritius.
"
